q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 																																												
Q65C71_SACBA	NODE_184_64386_cov_15.001447	51.836	463	179	14	1	426	55940	54573	9.41E-133	421																																												
Q65YU2_FUSOX	NODE_150_77818_cov_14.374664	50.314	318	100	6	2	263	2267	3214	1.97E-89	286																																												
Q66WN9_ALTBR	NODE_192_62360_cov_15.135410	67.879	962	300	5	243	1195	30591	33476	0	1296																																												
Q696X2_PHAND	NODE_485_19406_cov_13.444525	71.212	264	72	1	1	260	17053	16262	7.88E-131	408																																												
Q697D5_USTMD	NODE_446_24136_cov_14.848473	38.938	113	66	3	95	205	10358	10693	1.13E-18	84																																												
Q69FA8_CRYNE	NODE_123_86644_cov_15.042627	30.798	539	250	15	1	510	49704	48370	1.15E-55	204																																												
Q6A2T2_BOTFU	NODE_117_89130_cov_13.866847	26.18	233	148	6	20	234	79602	80282	1.11E-19	90.5																																												
Q6B957_FUSOX	NODE_40_145121_cov_15.009780	24.315	292	172	8	56	304	49295	48438	1.94E-13	73.2																																												
Q6B971_CRYPA	NODE_123_86644_cov_15.042627	50.307	489	195	7	1	447	49704	48256	1.33E-135	431																																												
Q6DQW3_CERNC	NODE_3_298909_cov_14.579643	35.615	2148	1209	48	48	2116	58356	64514	0	1137																																												
Q6EH42_PHAND	NODE_261_48164_cov_13.060016	93.617	141	9	0	90	230	37419	37841	2.38E-142	256																																												
Q6IWN3_USTMD	NODE_501_17411_cov_19.541194	61.735	196	58	3	455	633	15997	16584	9.03E-119	240																																												
Q6PUV8_HORWE	NODE_156_75747_cov_12.675231	85.106	423	62	1	1	423	67836	69101	0	678																																												
Q6R3Q3_ALTBR	NODE_390_29826_cov_13.370854	88.108	185	4	1	1	167	20980	20426	1.66E-148	336																																												
Q6RKG9_GIBZA	NODE_264_47848_cov_14.511808	43.243	37	21	0	6	42	26035	26145	4.98E-04	37.7																																												
Q6RKH1_GIBZA	NODE_264_47848_cov_14.511808	41.883	308	162	3	14	320	26165	27040	3.14E-67	228																																												
Q6RKH3_GIBZA	NODE_264_47848_cov_14.511808	48.457	324	167	0	30	353	26165	27136	1.07E-103	334																																												
Q6RKH4_GIBZA	NODE_264_47848_cov_14.511808	50.442	113	53	1	11	120	26798	27136	3.14E-30	113																																												
Q6RKH5_GIBZA	NODE_264_47848_cov_14.511808	44.172	326	180	1	30	355	26165	27136	3.09E-82	273																																												
Q6RKH8_GIBZA	NODE_264_47848_cov_14.511808	42.525	301	172	1	29	329	26171	27070	1.54E-75	253																																												
Q6RKH9_GIBZA	NODE_264_47848_cov_14.511808	50.955	157	77	0	42	198	26204	26674	5.33E-46	162																																												
Q6RXX2_CRYNV	NODE_2_339980_cov_14.749374	47.786	429	217	4	268	690	128959	127676	4.24E-123	404																																												
Q6TDT0_CRYGA	NODE_94_100310_cov_14.477117	48.12	133	67	2	1	132	78676	78281	2.11E-34	118																																												
Q6TFC7_ASPFM	NODE_132_83058_cov_14.904728	35.417	288	179	6	1	285	75803	74952	3.62E-54	189																																												
Q6UEI2_PNECA	NODE_326_38862_cov_17.047373	56.962	395	161	5	206	592	2466	3647	1.17E-146	461																																												
Q6WER3_GIBZA	NODE_212_57438_cov_14.956117	42.797	236	102	3	34	238	24484	25185	7.00E-41	151																																												
Q6WP53_BOTFU	NODE_92_102186_cov_14.471365	89.13	46	5	0	13	58	41249	41112	2.29E-53	95.5																																												
Q6X269_USTMD	NODE_31_159342_cov_14.929887	43.554	287	127	5	268	521	3348	2494	1.23E-71	249																																												
Q6XPX0_FUSOX	NODE_258_48638_cov_12.846303	73.7	327	52	6	1	294	25190	24213	4.22E-152	471																																												
Q6XSF5_COCHE	NODE_258_48638_cov_12.846303	72.812	320	54	3	1	287	25172	24213	1.29E-151	469																																												
Q6XVN4_CRYNV	NODE_63_120519_cov_14.360780	63.454	249	64	3	1	223	96008	96751	2.15E-96	276																																												
Q6XX21_CRYNV	NODE_14_193013_cov_15.489076	45.606	421	207	7	21	440	96687	95488	6.72E-107	348																																												
Q6Y392_PHAND	NODE_267_47513_cov_15.016334	59.299	371	98	3	90	407	9526	8414	5.13E-161	414																																												
Q6ZX14_MAGGR	NODE_264_47848_cov_14.511808	31.35	1748	1002	47	55	1687	26201	31195	0	711																																												
Q700F1_CANGB	NODE_61_121985_cov_14.507197	42.453	106	56	3	460	562	51279	51590	1.69E-20	97.1																																												
Q705V7_USTMD	NODE_95_99796_cov_14.048089	38.227	1015	500	18	6	999	44178	41452	0	701																																												
Q70YY7_COLLN	NODE_363_32522_cov_13.336101	56.84	614	206	15	1	577	8484	6709	1.02E-177	560																																												
Q71S08_ASPFM	NODE_336_37100_cov_14.386444	42.373	59	32	2	114	170	36778	36954	2.46E-04	41.2																																												
Q75T35_GLOLA	NODE_535_13927_cov_14.322391	53.704	864	350	13	1255	2080	4	2559	0	855																																												
Q75T36_GLOLA	NODE_105_93973_cov_15.589658	72.727	374	51	3	136	458	57791	58912	2.46E-169	528																																												
Q75WR5_9PLEO	NODE_94_100310_cov_14.477117	76.471	204	48	0	2	205	82639	82028	3.71E-105	332																																												
Q75ZG3_ALTAL	NODE_139_81082_cov_14.577160	46.648	358	122	6	2	306	66759	65734	1.67E-95	308																																												
Q7LJU0_CRYNE	NODE_266_47725_cov_14.587924	24.607	191	119	7	29	197	38871	39434	1.75E-06	50.1																																												
Q7LV87_CANGB	NODE_48_131031_cov_15.589982	57.143	154	61	1	1	149	62834	63295	7.20E-51	173																																												
Q7Z7T9_MONFR	NODE_87_107269_cov_14.673125	97.409	193	5	0	146	338	25677	26255	0	399																																												
Q7Z868_USTMD	NODE_60_122214_cov_15.022173	28.174	575	304	23	2	556	93751	92294	1.05E-39	159																																												
Q7Z8E8_CANDU	NODE_122_86738_cov_13.189029	52.991	234	94	4	35	260	36148	36825	3.76E-73	242																																												
Q7Z8N5_COCVI	NODE_84_109501_cov_13.779820	65.814	743	250	3	20	761	42418	40199	0	1011																																												
Q7Z9J3_9PEZI	NODE_323_39558_cov_13.833481	58.013	1248	454	20	83	1302	8465	4848	0	1377																																												
Q7Z9J6_CRYNV	NODE_14_193013_cov_15.489076	28.358	134	85	3	1	125	123145	122750	5.38E-12	62																																												
Q7Z9Z4_CANAL	NODE_2_339980_cov_14.749374	86.538	52	7	0	443	494	156298	156453	1.36E-23	107																																												
Q7ZA26_CRYNE	NODE_111_93053_cov_14.426533	34.409	93	56	3	6	97	56618	56884	1.89E-07	47.4																																												
Q7ZA31_SACBA	NODE_184_64386_cov_15.001447	51.836	463	179	14	1	426	55940	54573	9.41E-133	421																																												
Q7ZA48_9HYPO	NODE_29_160212_cov_14.223950	34.722	72	42	2	41	112	92803	93003	3.89E-06	48.9																																												
Q86ZC3_USTMD	NODE_390_29826_cov_13.370854	67.089	237	53	3	147	365	21055	20366	4.25E-98	323																																												
Q86ZP4_GIBZA	NODE_84_109501_cov_13.779820	70.042	1442	428	3	1	1441	43276	38960	0	2115																																												
Q873R1_AJECA	NODE_61_121985_cov_14.507197	65.827	278	59	2	1	242	45264	46097	5.88E-114	362																																												
Q873Y1_CRYNE	NODE_46_136539_cov_14.398198	60.326	184	41	4	1	156	128488	127949	2.66E-102	202																																												
Q873Z8_FUSOX	NODE_122_86738_cov_13.189029	64.83	1851	566	24	1	1793	72638	67167	0	2373																																												
Q874F3_MAGGR	NODE_3_298909_cov_14.579643	63.706	1430	506	7	2	1424	207114	211385	0	1828																																												
Q874K8_CRYNV	NODE_74_113978_cov_14.606389	51.82	467	201	3	249	715	55110	56438	0	503																																												
Q875G7_CANGB	NODE_363_32522_cov_13.336101	59.211	152	59	2	2	153	8493	8047	5.35E-53	194																																												
Q875H9_CANAL	NODE_274_46879_cov_13.810874	28.669	293	186	6	106	377	33788	32916	3.13E-35	115																																												
Q875I2_HANAN	NODE_20_180164_cov_15.436855	51.515	66	30	2	1	65	124571	124377	4.65E-15	67.4																																												
Q875J4_HYPVI	NODE_261_48164_cov_13.060016	61.2	250	34	5	95	293	37428	38141	7.15E-113	252																																												
Q875L5_USTMD	NODE_57_125165_cov_14.233049	55.797	138	41	2	1	118	77000	77413	6.94E-47	161																																												
Q875L6_USTMD	NODE_222_55511_cov_14.470190	36	475	253	12	856	1325	41102	42388	2.73E-76	281																																												
Q875L7_MAGGR	NODE_181_65176_cov_14.917139	81.041	269	47	3	37	304	35618	36415	8.95E-144	455																																												
Q876Z6_FUSOX	NODE_644_6254_cov_15.397421	58.605	215	74	4	290	492	2637	3272	8.04E-70	248																																												
Q8J031_PICAN	NODE_524_14745_cov_16.881105	84.211	76	12	0	2	77	13053	12826	2.50E-45	139																																												
Q8J0A6_CRYNV	NODE_371_31933_cov_13.923442	57.6	125	49	2	1	122	4728	5099	9.08E-40	140																																												
Q8J0C6_CRYNE	NODE_371_31933_cov_13.923442	57.6	125	49	2	1	122	4728	5099	1.23E-39	140																																												
Q8J0D1_MAGGR	NODE_644_6254_cov_15.397421	56.805	169	60	3	413	581	2805	3272	5.28E-52	197																																												
Q8J0E1_CLAPU	NODE_46_136539_cov_14.398198	66.667	228	63	4	132	356	127937	127284	8.97E-87	286																																												
Q8J0E2_COLLN	NODE_5_282439_cov_15.021494	42.331	163	89	3	1	161	7342	7821	4.10E-33	123																																												
Q8J0E3_BOTFU	NODE_5_282439_cov_15.021494	47.403	154	76	2	11	163	7375	7824	3.40E-37	135																																												
Q8J0I5_CLAPU	NODE_201_59809_cov_14.744278	56.349	126	32	4	370	475	14519	14887	2.83E-35	140																																												
Q8J129_ASPFM	NODE_105_93973_cov_15.589658	77.966	354	44	3	120	439	57791	58852	0	582																																												
Q8J1X6_COLLN	NODE_2_339980_cov_14.749374	37.881	623	281	26	21	569	154405	156177	4.85E-78	279																																												
Q8J1Y3_BEABA	NODE_18_183751_cov_14.777611	26.667	195	106	9	6	185	21242	20724	5.17E-04	41.6																																												
Q8J214_USTMD	NODE_177_66476_cov_13.561139	53.15	508	186	12	6	506	47927	49315	4.26E-162	510																																												
Q8J230_USTMD	NODE_48_131031_cov_15.589982	50.617	324	144	4	1001	1320	92136	93071	2.81E-90	326																																												
Q8J286_COLLN	NODE_100_96751_cov_14.583872	57.951	1132	437	8	1	1101	73109	76480	0	1298																																												
Q8J2N0_FUSOX	NODE_276_46027_cov_13.634662	53.954	569	189	8	3	498	42662	40956	1.75E-180	568																																												
Q8J2P6_ASPFM	NODE_55_127238_cov_14.683458	55	80	35	1	49	127	64810	65049	6.72E-40	97.4																																												
Q8J2S9_CRYNE	NODE_371_31933_cov_13.923442	64.622	1549	514	13	1	1522	1350	5975	0	1993																																												
Q8NIK9_CRYNE	NODE_105_93973_cov_15.589658	45.187	374	138	6	122	461	57785	58807	7.04E-97	321																																												
Q8NJ85_CANAL	NODE_21_179562_cov_13.856455	43.231	229	115	3	20	246	121386	122033	6.27E-47	170																																												
Q8NJN5_CRYNE	NODE_15_191686_cov_14.836928	51.304	115	51	2	2	116	149446	149775	5.45E-32	118																																												
Q8NJR9_LEPMC	NODE_34_150389_cov_13.990497	69.125	583	178	1	190	772	145891	147633	0	811																																												
Q8NJS2_LEPMC	NODE_64_120326_cov_15.014318	81.315	289	54	0	26	314	66642	65776	5.98E-164	506																																												
Q8NJS4_CANGB	NODE_20_180164_cov_15.436855	42.466	73	40	2	1	72	124592	124377	6.38E-04	36.2																																												
Q8NJW8_USTMD	NODE_31_159342_cov_14.929887	31.694	366	192	9	360	680	66154	65096	2.60E-46	183																																												
Q8NK75_GLOLA	NODE_363_32522_cov_13.336101	57.096	606	209	13	1	569	8484	6709	0	576																																												
Q8NK86_MAGGR	NODE_258_48638_cov_12.846303	73.394	327	53	6	1	294	25190	24213	6.59E-152	470																																												
Q8NKE9_USTMD	NODE_665_5476_cov_14.162834	40.458	393	172	8	1	350	4221	5342	2.02E-74	271																																												
Q8NKF1_CANAL	NODE_359_33047_cov_14.312728	38.268	358	182	13	3	332	22249	21209	7.47E-54	190																																												
Q8NKF8_CRYNV	NODE_236_53297_cov_14.402990	51.462	513	189	12	2	491	46396	44969	4.08E-152	486																																												
Q8TFN4_COLGR	NODE_122_86738_cov_13.189029	66.177	1839	567	13	1	1797	72641	67164	0	2475																																												
Q8TFN5_COLGR	NODE_46_136539_cov_14.398198	70.995	824	214	10	1	810	99419	96981	0	1170																																												
Q8TFN6_COLGR	NODE_514_15915_cov_15.081328	63.992	511	170	8	328	835	1	1500	0	639																																												
Q8TFX6_ASPFM	NODE_150_77818_cov_14.374664	56.25	320	82	6	1	264	2261	3214	4.26E-97	308																																												
Q8TG10_USTMD	NODE_32_154636_cov_14.479072	78.317	309	67	0	2	310	146319	145393	4.03E-164	515																																												
Q8TG14_BOTFU	NODE_46_136539_cov_14.398198	75.092	815	173	7	10	805	99404	96993	0	1201																																												
Q8TG19_GIBZA	NODE_46_136539_cov_14.398198	69.82	222	60	3	139	356	127934	127278	2.03E-86	285																																												
Q8TGD1_FUSOX	NODE_3_298909_cov_14.579643	80.357	224	44	0	18	241	145104	144433	5.78E-116	365																																												
Q8TGV2_EXODE	NODE_122_86738_cov_13.189029	87.134	1842	204	8	1	1824	72623	67143	0	3160																																												
Q8TGW9_CANAL	NODE_82_109925_cov_15.817210	47.278	349	90	9	112	385	41410	40421	1.72E-82	275																																												
Q8X125_GLOLA	NODE_46_136539_cov_14.398198	74.257	202	39	5	142	338	127925	127344	5.14E-144	283																																												
Q8X1E7_BOTFU	NODE_192_62360_cov_15.135410	69.903	1030	293	7	227	1246	30591	33659	0	1405																																												
Q8X1F0_CRYNE	NODE_115_90966_cov_14.335352	63.736	182	49	2	429	594	50739	51281	3.40E-106	231																																												
Q8X1F1_CRYNV	NODE_115_90966_cov_14.335352	68.504	127	35	2	336	459	50323	50697	5.97E-74	176																																												
Q92217_COCHE	NODE_264_47848_cov_14.511808	33.823	2111	1285	40	56	2091	26201	32422	0	1018																																												
Q92239_GLOIN	NODE_391_29751_cov_15.088206	63.504	137	50	0	1	137	29261	29671	8.52E-56	187																																												
Q92246_MAGGR	NODE_390_29826_cov_13.370854	87.302	189	6	1	1	171	20992	20426	1.07E-148	341																																												
Q96TN6_MAGGR	NODE_23_172739_cov_17.565424	67.568	74	24	0	1	74	34956	34735	1.23E-38	108																																												
Q96TV0_SCHOC	NODE_133_82891_cov_15.276799	74.194	31	8	0	1	31	17238	17146	1.15E-06	50.8																																												
Q96UH9_MAGGR	NODE_501_17411_cov_19.541194	50.727	688	280	15	11	663	14593	16584	0	546																																												
Q96UI4_TRIMT	NODE_391_29751_cov_15.088206	64.341	129	46	0	1	129	29258	29644	7.53E-55	184																																												
Q96UM1_ASPFM	NODE_87_107269_cov_14.673125	97.475	198	5	0	146	343	25677	26270	0	412																																												
Q96UQ9_MAGGR	NODE_363_32522_cov_13.336101	63.486	545	157	14	1	525	8490	6922	6.86E-179	564																																												
Q96VA7_FUSOX	NODE_261_48164_cov_13.060016	61.2	250	34	5	95	293	37428	38141	1.13E-113	252																																												
Q96VB3_ALTAL	NODE_262_47985_cov_15.276129	49.302	215	96	2	24	225	31720	32364	3.40E-58	198																																												
Q96VB5_ALTAL	NODE_635_6803_cov_10.804374	36.905	420	235	6	1	393	1678	428	9.29E-93	273																																												
Q96VL1_CLAPU	NODE_390_29826_cov_13.370854	88.298	188	4	1	1	170	20989	20426	4.62E-148	342																																												
Q96VL3_COLLN	NODE_13_196270_cov_15.134784	69.318	88	26	1	40	126	1120	1383	5.67E-48	129																																												
Q96VL9_BOTFU	NODE_10_209581_cov_14.750637	38.004	1413	800	22	46	1417	49177	53310	0	916																																												
Q96VU5_CRYNE	NODE_40_145121_cov_15.009780	46.719	381	180	2	7	364	37481	38623	4.59E-99	323																																												
Q96WM3_CRYNE	NODE_238_52679_cov_13.061939	46.173	823	401	10	1	789	38168	35724	0	719																																												
Q96WN1_BOTFU	NODE_556_11789_cov_15.848397	42.376	623	331	9	25	634	3039	1216	2.50E-138	447																																												
Q96WW9_GIBPU	NODE_10_209581_cov_14.750637	37.705	1403	803	21	57	1420	49192	53304	0	925																																												
Q96X31_9PLEO	NODE_390_29826_cov_13.370854	88.108	185	4	1	1	167	20980	20426	1.66E-148	336																																												
Q96X32_USTMD	NODE_13_196270_cov_15.134784	61.111	72	28	0	357	428	16854	16639	2.31E-24	110																																												
Q96X33_PICAN	NODE_157_75655_cov_15.424637	58.904	292	114	4	1	289	7078	7944	6.02E-105	335																																												
Q99079_USTMD	NODE_105_93973_cov_15.589658	57.6	375	108	5	21	345	57791	58912	1.28E-138	434																																												
Q99324_SEPLY	NODE_24_168725_cov_14.737185	40.115	693	360	15	1	666	40516	38522	1.16E-123	408																																												
Q9C0M1_CANAL	NODE_44_138504_cov_15.069614	28.387	310	189	11	4	302	1036	173	1.01E-34	137																																												
Q9C0N5_CANAL	NODE_117_89130_cov_13.866847	33.423	371	205	9	1	335	27741	28835	4.93E-55	194																																												
Q9C0P7_NECHA	NODE_69_118229_cov_15.560092	45.856	181	97	1	2	181	48331	47789	3.94E-42	150																																												
Q9C1C6_COCCA	NODE_32_154636_cov_14.479072	82.131	291	52	0	1	291	146265	145393	2.59E-168	525																																												
Q9C1I3_CANAL	NODE_71_117508_cov_14.424771	46.154	52	23	2	158	207	104093	104239	3.00E-11	45.8																																												
Q9C1I7_MYCGR	NODE_10_209581_cov_14.750637	36.338	1398	813	19	112	1465	49213	53307	0	896																																												
Q9C1Q7_ASPFM	NODE_240_52520_cov_15.498444	52.607	633	284	6	10	638	41479	43341	0	654																																												
Q9C1Q9_CRYNE	NODE_21_179562_cov_13.856455	22	300	197	10	5	298	105930	105124	3.96E-05	45.4																																												
Q9C1R5_CRYNE	NODE_363_32522_cov_13.336101	57.143	196	79	1	7	202	8559	7987	2.16E-69	243																																												
Q9C1S8_CANAL	NODE_45_137173_cov_16.090108	54.144	181	81	2	1	181	48690	48154	1.38E-59	200																																												
Q9C1T0_FUSOX	NODE_408_27907_cov_14.503312	62.99	408	150	1	1	407	848	2071	1.24E-177	549																																												
Q9C1U1_MAGGR	NODE_192_62360_cov_15.135410	69.261	1028	301	7	226	1239	30591	33671	0	1365																																												
Q9C2Y4_MAGGR	NODE_226_55105_cov_14.202536	44.51	1348	639	19	1	1327	4767	988	0	1036																																												
Q9C3Z2_COCHE	NODE_84_109501_cov_13.779820	67.068	1412	460	4	1	1411	43129	38906	0	1978																																												
Q9C402_CRYNV	NODE_137_81562_cov_14.950942	47.967	123	29	1	6	93	80946	80578	3.47E-27	104																																												
Q9C410_CANAL	NODE_133_82891_cov_15.276799	36.709	79	50	0	160	238	17373	17137	1.24E-11	64.3																																												
Q9C443_CRYNE	NODE_535_13927_cov_14.322391	41.907	797	409	17	1399	2160	1	2334	3.88E-175	600																																												
Q9C476_CLAFU	NODE_556_11789_cov_15.848397	65.719	668	221	4	21	684	3039	1048	0	868																																												
Q9C477_CLAFU	NODE_99_97612_cov_15.340452	77.426	505	111	2	1	502	20915	22429	0	841																																												
Q9HEP9_BOTFU	NODE_261_48164_cov_13.060016	64.706	238	45	4	95	293	37428	38141	4.52E-117	258																																												
Q9HEW2_CRYNE	NODE_501_17411_cov_19.541194	60.541	185	56	3	282	449	16030	16584	5.88E-116	223																																												
Q9HEW5_CRYNE	NODE_501_17411_cov_19.541194	75	132	33	0	450	581	16631	17026	8.29E-116	219																																												
Q9HFB2_SACKL	NODE_156_75747_cov_12.675231	54.39	410	181	2	4	409	67782	69005	1.40E-144	455																																												
Q9HFT8_CANAL	NODE_535_13927_cov_14.322391	40.281	854	415	17	850	1629	1	2499	2.87E-167	563																																												
Q9HFT9_CRYNE	NODE_48_131031_cov_15.589982	57.836	268	110	2	876	1140	92268	93071	4.79E-91	324																																												
Q9HFU3_MAGGR	NODE_92_102186_cov_14.471365	71.739	46	12	1	8	53	41246	41112	2.35E-38	72.8																																												
Q9HFV9_CRYNE	NODE_252_50437_cov_14.707335	46.44	323	142	7	87	407	44406	45287	5.44E-79	266																																												
Q9HFW0_CRYNE	NODE_105_93973_cov_15.589658	61.05	362	105	6	119	447	57755	58831	2.32E-139	441																																												
Q9HFW4_USTMD	NODE_88_103569_cov_14.399876	33.638	1094	571	27	482	1503	92427	89395	3.75E-156	542																																												
Q9HFZ2_CANAL	NODE_125_85495_cov_14.545767	37.838	148	80	5	151	294	35168	35587	2.18E-20	91.7																																												
Q9HG08_BOTFU	NODE_390_29826_cov_13.370854	88.83	188	3	1	1	170	20989	20426	1.28E-150	345																																												
Q9HG15_COLLN	NODE_32_154636_cov_14.479072	33.264	484	300	9	66	540	66883	68292	1.91E-75	265																																												
Q9HGU2_FUSOX	NODE_390_29826_cov_13.370854	88.83	188	3	1	1	170	20989	20426	1.22E-149	344																																												
Q9P304_CLAFU	NODE_51_127489_cov_15.498610	72.621	599	140	4	1	575	83070	81274	0	926																																												
Q9P411_CANAL	NODE_535_13927_cov_14.322391	39.977	853	419	16	850	1629	1	2499	1.02E-166	562																																												
Q9P470_MAGGR	NODE_23_172739_cov_17.565424	48.936	47	24	0	158	204	34565	34425	7.05E-07	49.7																																												
Q9P4U7_ALTAL	NODE_106_93890_cov_16.309024	44.578	249	108	3	1	219	57841	57095	2.48E-56	193																																												
Q9P4U9_ALTAL	NODE_106_93890_cov_16.309024	45.382	249	106	3	1	219	57841	57095	9.33E-58	197																																												
Q9P849_CANAL	NODE_695_4104_cov_10.408599	44.444	81	42	1	97	177	557	790	2.46E-28	76.6																																												
Q9P872_CANAL	NODE_15_191686_cov_14.836928	50.449	779	270	13	12	686	44826	42526	0	669																																												
Q9P880_BOTFU	NODE_535_13927_cov_14.322391	55.928	835	323	15	1261	2054	4	2496	0	914																																												
Q9P8L8_BOTFU	NODE_24_168725_cov_14.737185	57.582	455	176	1	95	532	65729	64365	8.81E-162	480																																												
Q9P8U9_CANAL	NODE_290_43345_cov_21.466449	54.576	295	132	2	9	302	9842	10723	1.93E-93	303																																												
Q9P8W9_CRYNE	NODE_61_121985_cov_14.507197	53.333	120	38	1	1	102	5871	6230	9.10E-36	128																																												
Q9P924_CANAL	NODE_359_33047_cov_14.312728	31.081	370	194	11	2	336	22198	21167	1.65E-27	115																																												
Q9P927_CANAL	NODE_62_121397_cov_14.963874	40.134	299	148	7	1	287	17202	16363	6.19E-42	161																																												
Q9P932_CANAL	NODE_105_93973_cov_15.589658	66.957	345	81	3	32	343	57797	58831	2.85E-156	485																																												
Q9UQY5_USTMD	NODE_390_29826_cov_13.370854	79.144	187	20	2	1	169	20983	20426	1.99E-123	304																																												
Q9UQZ1_9PEZI	NODE_101_95736_cov_14.686191	53.628	317	116	4	79	364	19414	18464	7.23E-113	319																																												
Q9URM1_CANAL	NODE_46_136539_cov_14.398198	41.168	736	379	14	205	900	99188	97023	4.28E-153	502																																												
Q9URQ9_9SACH	NODE_184_64386_cov_15.001447	45.714	70	16	3	1	49	55796	55590	3.84E-10	52.4																																												
Q9URR0_9SACH	NODE_184_64386_cov_15.001447	47.143	70	15	3	1	49	55796	55590	1.72E-10	53.5																																												
Q9URR1_9SACH	NODE_184_64386_cov_15.001447	45.714	70	16	3	1	49	55796	55590	3.84E-10	52.4																																												
Q9UUS8_COLGL	NODE_8_216030_cov_14.945137	42.4	125	58	4	19	133	19475	19113	4.85E-29	76.6																																												
Q9UV59_CRYNV	NODE_501_17411_cov_19.541194	57.838	185	61	4	284	451	16030	16584	3.92E-115	217																																												
Q9UVB5_CANAL	NODE_3_298909_cov_14.579643	41.917	532	236	8	33	539	89700	88249	2.03E-156	415																																												
Q9UVG2_PHAND	NODE_312_40577_cov_15.103239	64.489	352	113	2	33	384	29050	28031	1.35E-140	442																																												
Q9UVI6_CANAL	NODE_66_119985_cov_14.533123	43.658	339	165	6	107	431	82220	83200	2.22E-74	265																																												
Q9UVI9_CANAL	NODE_121_88035_cov_15.589787	40.594	101	59	1	39	138	40739	41041	1.39E-17	78.2																																												
Q9UVJ0_CANAL	NODE_121_88035_cov_15.589787	39.241	158	78	4	1	140	40580	41053	7.17E-29	110																																												
Q9UVJ1_CANAL	NODE_67_119962_cov_13.977953	32.857	70	47	0	239	308	11463	11672	1.38E-05	48.9																																												
Q9UVJ2_CANAL	NODE_535_13927_cov_14.322391	40.281	854	415	17	239	1018	1	2499	1.19E-173	563																																												
Q9UVK9_YARLL	NODE_371_31933_cov_13.923442	71.616	1677	449	11	104	1775	1173	6137	0	2425																																												
Q9UVL9_BLUGR	NODE_514_15915_cov_15.081328	70.254	511	141	4	186	696	1	1500	0	700																																												
Q9UVN5_ALTAL	NODE_58_123162_cov_15.587329	29.439	1909	1154	49	2347	4164	36894	42314	0	707																																												
Q9UVN7_COCHE	NODE_390_29826_cov_13.370854	88.108	185	4	1	1	167	20980	20426	8.72E-147	335																																												
Q9UVQ4_CRYNE	NODE_121_88035_cov_15.589787	62.179	156	51	3	1	150	76711	77172	9.24E-55	184																																												
Q9UVU4_CANAL	NODE_121_88035_cov_15.589787	67.257	113	37	0	1	113	76726	77064	1.43E-44	159																																												
Q9UVW7_CANAL	NODE_44_138504_cov_15.069614	33.333	177	99	5	1	169	29677	30174	2.65E-18	81.6																																												
Q9UW03_BOTFU	NODE_28_162353_cov_14.648842	63.863	1165	371	8	256	1379	117979	114512	0	1493																																												
Q9UW09_GLOLA	NODE_390_29826_cov_13.370854	87.766	188	5	1	1	170	20989	20426	1.03E-148	341																																												
Q9UW16_MAGGR	NODE_108_93473_cov_14.686178	70.492	122	35	1	1	121	51862	52227	1.24E-42	148																																												
Q9UW87_CANAL	NODE_151_77721_cov_15.636609	30.393	1247	721	22	389	1546	36001	39567	1.96E-169	568																																												
Q9UWE7_GIBZA	NODE_183_64627_cov_15.138760	46.903	113	53	1	51	156	18276	18614	1.44E-30	115																																												
Q9Y768_SACBA	NODE_184_64386_cov_15.001447	45.714	70	16	3	1	49	55796	55590	3.84E-10	52.4																																												
Q9Y769_9SACH	NODE_184_64386_cov_15.001447	47.143	70	15	3	1	49	55796	55590	1.72E-10	53.5																																												
Q9Y770_SACPA	NODE_184_64386_cov_15.001447	48.571	70	14	3	1	49	55796	55590	6.79E-11	54.7																																												
Q9Y771_9SACH	NODE_184_64386_cov_15.001447	47.143	70	15	3	1	49	55796	55590	1.43E-10	53.5																																												
Q9Y784_MAGGR	NODE_117_89130_cov_13.866847	28.794	257	157	6	94	328	79593	80351	2.85E-25	111																																												
Q9Y7A1_CRYNE	NODE_459_22408_cov_12.085005	42.424	330	159	4	7	307	18912	19895	6.90E-75	253																																												
Q9Y7A7_EXODE	NODE_3_298909_cov_14.579643	87.301	1504	191	0	34	1537	58326	62837	0	2642																																												
Q9Y7E5_CANAL	NODE_138_81484_cov_14.730742	45.249	221	102	5	52	268	1564	947	1.17E-53	176																																												
Q9Y7F1_ASPFM	NODE_109_93469_cov_14.741060	40.307	521	256	17	255	755	55008	53551	7.47E-84	292																																												
Q9Y878_COCPO	NODE_371_31933_cov_13.923442	85.957	1709	236	4	45	1750	1014	6137	0	3006																																												
Q9Y880_COCCA	NODE_276_46027_cov_13.634662	55.789	570	208	7	1	526	42659	40950	0	590																																												
Q9Y8E5_CRYNV	NODE_363_32522_cov_13.336101	64.481	183	48	1	1	183	8538	8041	2.50E-71	255																																												
Q9Y8E8_PARBR	NODE_391_29751_cov_15.088206	61.644	146	46	3	1	141	29240	29662	3.75E-53	179																																												
RAD18_CANAL	NODE_226_55105_cov_14.202536	23.143	350	189	11	1	316	26193	27104	4.07E-14	73.2																																												
RL3_YEAST	NODE_82_109925_cov_15.817210	72.018	218	60	1	37	253	55470	56123	4.13E-124	334																																												
RSE1_CANAL	NODE_124_86260_cov_14.400137	36.017	708	392	17	58	721	23506	25578	4.01E-98	345																																												
