q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 
g8041	lcl|NW_015622822.1_prot_XP_016262620.1_6566	91.789	341	4	2	1	338	79	398	0	642
g8042	lcl|NW_015622822.1_prot_XP_016262618.1_6564	100	317	0	0	1	317	108	424	0	639
g8043	lcl|NW_015622822.1_prot_XP_016262617.1_6563	100	435	0	0	1	435	79	513	0	895
g8044	lcl|NW_015622822.1_prot_XP_016262615.1_6561	100	654	0	0	1	654	79	732	0	1307
g8045	lcl|NW_015622822.1_prot_XP_016262614.1_6560	100	268	0	0	1	268	79	346	0	555
g8046	lcl|NW_015622822.1_prot_XP_016262613.1_6559	100	274	0	0	1	274	232	505	0	571
g8048	lcl|NW_015622822.1_prot_XP_016262611.1_6555	100	446	0	0	1	446	79	524	0	915
g8049	lcl|NW_015622822.1_prot_XP_016262607.1_6553	100	117	0	0	1	117	79	195	7.58E-79	248
g805	lcl|NW_015622822.1_prot_XP_016262480.1_6426	100	1276	0	0	1	1276	104	1379	0	2620
g8050	lcl|NW_015622819.1_prot_XP_016266303.1_1956	100	299	0	0	1	299	276	574	0	617
g8051	lcl|NW_015622819.1_prot_XP_016266304.1_1957	100	699	0	0	1	699	79	777	0	1443
g8052	lcl|NW_015622819.1_prot_XP_016266305.1_1958	100	466	0	0	1	466	79	544	0	971
g8053	lcl|NW_015622819.1_prot_XP_016266306.1_1959	95.632	435	0	1	1	435	79	494	0	839
g8054	lcl|NW_015622819.1_prot_XP_016266307.1_1960	94.231	52	3	0	11	62	89	140	8.82E-29	99
g8055	lcl|NW_015622819.1_prot_XP_016266308.1_1961	99.755	408	1	0	103	510	11	418	0	827
g8056	lcl|NW_015622827.1_prot_XP_016258716.1_10459	28.962	183	95	6	61	215	243	418	8.35E-16	74.3
g8057	lcl|NW_015622819.1_prot_XP_016266311.1_1964	100	507	0	0	1	507	78	584	0	1058
g8058	lcl|NW_015622819.1_prot_XP_016266312.1_1965	100	308	0	0	1	308	112	419	0	624
g8059	lcl|NW_015622819.1_prot_XP_016266313.1_1966	100	1031	0	0	1	1031	79	1109	0	2120
g806	lcl|NW_015622822.1_prot_XP_016262479.1_6425	100	477	0	0	206	682	1	477	0	970
g8060	lcl|NW_015622819.1_prot_XP_016266314.1_1967	100	252	0	0	1	252	79	330	0	518
g8061	lcl|NW_015622819.1_prot_XP_016266315.1_1968	100	911	0	0	1	911	79	989	0	1846
g8062	lcl|NW_015622819.1_prot_XP_016266316.1_1969	100	635	0	0	1	635	79	713	0	1320
g8063	lcl|NW_015622819.1_prot_XP_016266317.1_1970	100	412	0	0	1	412	8	419	0	848
g8064	lcl|NW_015622819.1_prot_XP_016266318.1_1971	100	65	0	0	1	65	77	141	3.32E-44	137
g8065	lcl|NW_015622819.1_prot_XP_016266319.1_1972	94.586	665	0	1	1	629	130	794	0	1291
g8066	lcl|NW_015622819.1_prot_XP_016266320.1_1973	100	222	0	0	1	222	79	300	1.80E-165	457
g8067	lcl|NW_015622819.1_prot_XP_016266321.1_1974	100	566	0	0	1	566	79	644	0	1169
g8068	lcl|NW_015622819.1_prot_XP_016266322.1_1975	100	406	0	0	1	406	79	484	0	820
g8069	lcl|NW_015622819.1_prot_XP_016266323.1_1976	92.031	389	0	1	1	389	79	436	0	731
g807	lcl|NW_015622822.1_prot_XP_016262477.1_6423	100	501	0	0	1	501	79	579	0	1014
g8070	lcl|NW_015622822.1_prot_XP_016262395.1_6341	100	228	0	0	1	228	79	306	1.53E-165	474
g8071	lcl|NW_015622822.1_prot_XP_016262394.1_6340	100	438	0	0	1	438	28	465	0	890
g8072	lcl|NW_015622822.1_prot_XP_016262393.1_6339	100	531	0	0	1	531	79	609	0	1105
g8073	lcl|NW_015622822.1_prot_XP_016262392.1_6338	100	540	0	0	1	540	79	618	0	1118
g8075	lcl|NW_015622822.1_prot_XP_016262387.1_6335	100	399	0	0	1	399	79	477	0	835
g8077	lcl|NW_015622822.1_prot_XP_016262383.1_6332	100	263	0	0	1	263	79	341	0	538
g8078	lcl|NW_015622822.1_prot_XP_016262382.1_6328	100	1105	0	0	1	1105	79	1183	0	2297
g8079	lcl|NW_015622822.1_prot_XP_016262381.1_6327	100	283	0	0	1	283	79	361	0	582
g808	lcl|NW_015622822.1_prot_XP_016262476.1_6422	100	488	0	0	1	488	79	566	0	978
g8081	lcl|NW_015622822.1_prot_XP_016262378.1_6324	100	683	0	0	1	683	77	759	0	1384
g8082	lcl|NW_015622822.1_prot_XP_016262375.1_6321	100	1469	0	0	1	1469	79	1547	0	3057
g8083	lcl|NW_015622822.1_prot_XP_016262374.1_6320	100	2154	0	0	1	2154	79	2232	0	4453
g8084	lcl|NW_015622822.1_prot_XP_016262373.1_6319	100	188	0	0	1	188	79	266	2.26E-141	393
g8085	lcl|NW_015622822.1_prot_XP_016262372.1_6318	99.893	937	1	0	1	937	79	1015	0	1931
g8086	lcl|NW_015622822.1_prot_XP_016262371.1_6317	100	234	0	0	1	234	79	312	1.48E-178	491
g8087	lcl|NW_015622822.1_prot_XP_016262370.1_6316	100	251	0	0	1	251	79	329	0	524
g8088	lcl|NW_015622822.1_prot_XP_016262368.1_6315	100	221	0	0	1	221	44	264	6.26E-167	459
g8089	lcl|NW_015622818.1_prot_XP_016267853.1_350	100	34	0	0	1	34	156	189	2.33E-21	79.3
g809	lcl|NW_015622822.1_prot_XP_016262475.1_6421	100	208	0	0	1	208	41	248	3.14E-161	443
g8090	lcl|NW_015622818.1_prot_XP_016267857.1_354	100	684	0	0	1	684	79	762	0	1401
g8091	lcl|NW_015622818.1_prot_XP_016267859.1_356	100	635	0	0	1	635	79	713	0	1315
g8092	lcl|NW_015622818.1_prot_XP_016267860.1_357	100	1715	0	0	1	1715	79	1793	0	3498
g8093	lcl|NW_015622818.1_prot_XP_016267862.1_359	100	389	0	0	1	389	79	467	0	782
g8094	lcl|NW_015622818.1_prot_XP_016267863.1_360	100	490	0	0	1138	1627	677	1166	0	1008
g8095	lcl|NW_015622818.1_prot_XP_016267865.1_361	100	742	0	0	1	742	79	820	0	1480
g8096	lcl|NW_015622818.1_prot_XP_016267866.1_363	98.824	425	0	1	1	425	79	498	0	861
g8097	lcl|NW_015622818.1_prot_XP_016267867.1_364	99.66	294	1	0	1	294	79	372	0	598
g8098	lcl|NW_015622818.1_prot_XP_016267868.1_365	100	263	0	0	1	263	79	341	0	546
g8099	lcl|NW_015622818.1_prot_XP_016267870.1_367	98.097	1314	3	1	122	1413	38	1351	0	2633
g81	lcl|NW_015622830.1_prot_XP_016257567.1_11497	100	932	0	0	1	932	79	1010	0	1891
g810	lcl|NW_015622822.1_prot_XP_016262474.1_6420	100	647	0	0	1	647	79	725	0	1309
g8101	lcl|NW_015622821.1_prot_XP_016264602.1_5946	100	109	0	0	1	109	79	187	7.52E-75	218
g8104	lcl|NW_015622821.1_prot_XP_016264600.1_5944	100	378	0	0	1	378	79	456	0	793
g8105	lcl|NW_015622821.1_prot_XP_016264597.1_5941	82.564	390	9	2	17	347	1	390	0	649
g8106	lcl|NW_015622821.1_prot_XP_016264594.1_5938	100	468	0	0	1	468	79	546	0	978
g8107	lcl|NW_015622821.1_prot_XP_016264592.1_5936	92.09	177	0	1	1	177	134	296	6.05E-113	322
g8108	lcl|NW_015622821.1_prot_XP_016264591.1_5935	100	363	0	0	1	363	79	441	0	755
g8109	lcl|NW_015622821.1_prot_XP_016264589.1_5933	100	547	0	0	455	1001	1	547	0	1117
g811	lcl|NW_015622822.1_prot_XP_016262472.1_6418	99.153	236	2	0	1	236	79	314	6.11E-174	484
g8110	lcl|NW_015622819.1_prot_XP_016266788.1_2441	29.518	332	213	6	73	389	117	442	1.20E-34	132
g8111	lcl|NW_015622821.1_prot_XP_016264588.1_5932	100	472	0	0	1	472	79	550	0	958
g8112	lcl|NW_015622821.1_prot_XP_016264587.1_5931	100	260	0	0	1	260	79	338	0	532
g8113	lcl|NW_015622821.1_prot_XP_016264586.1_5930	100	304	0	0	1	304	79	382	0	623
g8114	lcl|NW_015622821.1_prot_XP_016264585.1_5929	100	165	0	0	1	165	79	243	5.46E-118	332
g8115	lcl|NW_015622821.1_prot_XP_016264584.1_5928	100	269	0	0	1	269	79	347	0	558
g8116	lcl|NW_015622821.1_prot_XP_016264583.1_5927	100	186	0	0	1	186	79	264	1.90E-140	390
g8117	lcl|NW_015622821.1_prot_XP_016263988.1_5332	50.174	287	123	4	15	301	91	357	4.75E-93	279
g8118	lcl|NW_015622821.1_prot_XP_016264582.1_5926	100	161	0	0	1	161	79	239	5.36E-117	329
g8119	lcl|NW_015622821.1_prot_XP_016264581.1_5925	100	185	0	0	1	185	79	263	8.91E-140	389
g812	lcl|NW_015622822.1_prot_XP_016262471.1_6417	100	124	0	0	1	124	79	202	9.03E-90	257
g8120	lcl|NW_015622821.1_prot_XP_016264580.1_5924	100	603	0	0	418	1020	106	708	0	1263
g8121	lcl|NW_015622822.1_prot_XP_016262373.1_6319	55.897	195	86	0	1	195	72	266	5.67E-78	233
g8122	lcl|NW_015622818.1_prot_XP_016268652.1_1149	50.5	400	190	3	2	398	80	474	7.24E-135	394
g8123	lcl|NW_015622823.1_prot_XP_016261577.1_7647	100	422	0	0	1	422	79	500	0	878
g8124	lcl|NW_015622826.1_prot_XP_016259347.1_9875	65.291	533	181	1	1	533	150	678	0	764
g8125	lcl|NW_015622823.1_prot_XP_016261576.1_7646	100	392	0	0	1	392	79	470	0	807
g8127	lcl|NW_015622830.1_prot_XP_016257680.1_11610	46.898	403	214	0	32	434	86	488	1.21E-142	415
g8128	lcl|NW_015622823.1_prot_XP_016261575.1_7645	100	371	0	0	221	591	1	371	0	758
g8129	lcl|NW_015622823.1_prot_XP_016261572.1_7642	100	319	0	0	356	674	1	319	0	656
g813	lcl|NW_015622822.1_prot_XP_016262470.1_6416	100	423	0	0	1	423	79	501	0	880
g8130	lcl|NW_015622823.1_prot_XP_016261571.1_7641	100	260	0	0	1	260	79	338	0	530
g8131	lcl|NW_015622823.1_prot_XP_016261570.1_7640	100	541	0	0	1	541	79	619	0	1120
g8132	lcl|NW_015622823.1_prot_XP_016261569.1_7639	100	235	0	0	1	235	79	313	3.06E-175	483
g8133	lcl|NW_015622823.1_prot_XP_016261568.1_7638	100	751	0	0	1	751	79	829	0	1539
g8134	lcl|NW_015622823.1_prot_XP_016261566.1_7636	100	258	0	0	1	258	79	336	0	528
g8135	lcl|NW_015622823.1_prot_XP_016261565.1_7635	100	347	0	0	1	347	79	425	0	690
g8136	lcl|NW_015622823.1_prot_XP_016261564.1_7634	100	456	0	0	1	456	79	534	0	953
g8137	lcl|NW_015622823.1_prot_XP_016261563.1_7633	95.413	436	0	1	1	436	79	494	0	858
g8138	lcl|NW_015622823.1_prot_XP_016261562.1_7632	100	396	0	0	1	396	79	474	0	799
g8139	lcl|NW_015622823.1_prot_XP_016261561.1_7631	100	306	0	0	1	306	79	384	0	620
g814	lcl|NW_015622822.1_prot_XP_016262469.1_6415	100	193	0	0	1	193	79	271	1.61E-141	394
g8140	lcl|NW_015622823.1_prot_XP_016261560.1_7630	100	1242	0	0	1	1242	79	1320	0	2565
g8141	lcl|NW_015622823.1_prot_XP_016261559.1_7629	99.822	561	1	0	1	561	79	639	0	1163
g8142	lcl|NW_015622823.1_prot_XP_016261557.1_7628	97.045	643	1	1	1	625	79	721	0	1290
g8143	lcl|NW_015622823.1_prot_XP_016261556.1_7626	100	305	0	0	1	305	79	383	0	630
g8144	lcl|NW_015622845.1_prot_XP_016256617.1_12545	32.796	186	112	6	8	185	12	192	5.04E-20	84.7
g8145	lcl|NW_015622825.1_prot_XP_016259771.1_9013	100	715	0	0	1	715	79	793	0	1407
g8146	lcl|NW_015622825.1_prot_XP_016259769.1_9012	100	163	0	0	1	163	79	241	4.12E-121	340
g8147	lcl|NW_015622825.1_prot_XP_016259770.1_9011	100	177	0	0	1	177	148	324	1.94E-133	375
g8148	lcl|NW_015622825.1_prot_XP_016259768.1_9010	90.126	476	19	4	1	448	113	588	0	855
g8149	lcl|NW_015622824.1_prot_XP_016260643.1_8439	54.198	524	227	5	1	518	72	588	0	524
g815	lcl|NW_015622822.1_prot_XP_016262468.1_6414	100	171	0	0	1	171	79	249	1.83E-118	333
g8150	lcl|NW_015622818.1_prot_XP_016267909.1_406	50.222	450	203	6	1	435	78	521	3.53E-154	447
g8151	lcl|NW_015622829.1_prot_XP_016257926.1_11435	62.472	445	159	4	2	439	75	518	0	562
g8152	lcl|NW_015622826.1_prot_XP_016259280.1_9808	28.877	187	117	4	1	172	80	265	1.51E-22	89.7
g8153	lcl|NW_015622822.1_prot_XP_016262014.1_5960	44.358	257	130	5	13	267	119	364	2.04E-53	176
g8154	lcl|NW_015622825.1_prot_XP_016259767.1_9009	98.049	410	8	0	1	410	79	488	0	810
g8155	lcl|NW_015622825.1_prot_XP_016259766.1_9008	100	211	0	0	1	211	79	289	2.44E-161	446
g8156	lcl|NW_015622825.1_prot_XP_016259765.1_9007	100	54	0	0	1	54	79	132	4.16E-36	116
g8157	lcl|NW_015622825.1_prot_XP_016259763.1_9005	100	220	0	0	1	220	79	298	9.40E-160	442
g8158	lcl|NW_015622825.1_prot_XP_016259762.1_9004	99.448	181	1	0	5	185	78	258	5.73E-132	369
g8159	lcl|NW_015622827.1_prot_XP_016258958.1_10701	35.918	245	143	7	2	235	135	376	5.52E-36	129
g816	lcl|NW_015622822.1_prot_XP_016262467.1_6413	100	393	0	0	1	393	79	471	0	793
g8160	lcl|NW_015622825.1_prot_XP_016259760.1_9002	100	134	0	0	1	134	79	212	7.31E-93	266
g8161	lcl|NW_015622825.1_prot_XP_016259759.1_9001	100	447	0	0	1	447	79	525	0	924
g8162	lcl|NW_015622825.1_prot_XP_016259758.1_9000	100	229	0	0	9	237	1	229	4.25E-163	472
g8163	lcl|NW_015622825.1_prot_XP_016259757.1_8999	100	326	0	0	1	326	79	404	0	663
g8164	lcl|NW_015622822.1_prot_XP_016262993.1_6939	100	75	0	0	1	75	79	153	4.87E-48	157
g8165	lcl|NW_015622822.1_prot_XP_016262994.1_6940	100	286	0	0	366	651	1	286	0	590
g8167	lcl|NW_015622822.1_prot_XP_016262996.1_6942	97.872	47	1	0	17	63	1	47	1.15E-28	102
g8168	lcl|NW_015622822.1_prot_XP_016262997.1_6943	100	353	0	0	1	353	79	431	0	725
g8169	lcl|NW_015622822.1_prot_XP_016262998.1_6944	100	317	0	0	1	317	79	395	0	647
g817	lcl|NW_015622822.1_prot_XP_016262466.1_6412	100	323	0	0	1	323	84	406	0	679
g8171	lcl|NW_015622821.1_prot_XP_016263217.1_4561	100	452	0	0	1	452	79	530	0	901
g8172	lcl|NW_015622832.1_prot_XP_016257404.1_11940	100	324	0	0	1	324	79	402	0	646
g8173	lcl|NW_015622832.1_prot_XP_016257402.1_11938	100	431	0	0	1	431	79	509	0	889
g8174	lcl|NW_015622832.1_prot_XP_016257401.1_11937	100	113	0	0	1	113	79	191	1.02E-78	228
g8175	lcl|NW_015622832.1_prot_XP_016257400.1_11936	100	102	0	0	1	102	79	180	1.26E-73	214
g8176	lcl|NW_015622832.1_prot_XP_016257399.1_11935	99.769	1297	0	1	1	1294	79	1375	0	2646
g8177	lcl|NW_015622832.1_prot_XP_016257398.1_11934	100	180	0	0	1	180	79	258	5.60E-127	356
g8178	lcl|NW_015622832.1_prot_XP_016257396.1_11932	88.558	437	40	3	1	433	79	509	0	788
g8179	lcl|NW_015622832.1_prot_XP_016257394.1_11931	100	146	0	0	1	146	143	288	4.45E-106	303
g818	lcl|NW_015622822.1_prot_XP_016262465.1_6411	100	149	0	0	1	149	79	227	2.29E-107	304
g8180	lcl|NW_015622832.1_prot_XP_016257395.1_11930	100	523	0	0	1	523	79	601	0	1093
g8181	lcl|NW_015622832.1_prot_XP_016257392.1_11928	100	525	0	0	1	525	79	603	0	1090
g8182	lcl|NW_015622832.1_prot_XP_016257391.1_11927	100	610	0	0	1	610	79	688	0	1262
g8183	lcl|NW_015622832.1_prot_XP_016257390.1_11926	100	814	0	0	1	814	79	892	0	1663
g8184	lcl|NW_015622821.1_prot_XP_016264240.1_5584	100	89	0	0	1	89	79	167	2.39E-56	183
g8185	lcl|NW_015622821.1_prot_XP_016264241.1_5585	100	258	0	0	1	258	79	336	0	535
g8186	lcl|NW_015622821.1_prot_XP_016264242.1_5586	100	429	0	0	1	429	79	507	0	895
g8187	lcl|NW_015622818.1_prot_XP_016269125.1_1622	34.697	611	328	15	1	557	89	682	2.95E-97	309
g8188	lcl|NW_015622821.1_prot_XP_016264243.1_5588	100	845	0	0	1	845	85	929	0	1767
g8189	lcl|NW_015622821.1_prot_XP_016264245.1_5589	100	445	0	0	1	445	79	523	0	903
g819	lcl|NW_015622822.1_prot_XP_016262463.1_6409	100	444	0	0	61	504	1	444	0	932
g8190	lcl|NW_015622821.1_prot_XP_016264246.1_5590	100	290	0	0	1	290	79	368	0	603
g8192	lcl|NW_015622821.1_prot_XP_016264249.1_5593	100	1609	0	0	1	1609	79	1687	0	3270
g8193	lcl|NW_015622821.1_prot_XP_016264250.1_5594	100	124	0	0	1	124	79	202	1.80E-89	256
g8197	lcl|NW_015622821.1_prot_XP_016264251.1_5595	100	1527	0	0	1	1527	79	1605	0	3174
g8199	lcl|NW_015622821.1_prot_XP_016264254.1_5598	100	869	0	0	1	869	450	1318	0	1808
g82	lcl|NW_015622830.1_prot_XP_016257566.1_11496	100	255	0	0	1	255	79	333	0	535
g820	lcl|NW_015622822.1_prot_XP_016262462.1_6408	100	551	0	0	1	551	79	629	0	1122
g8200	lcl|NW_015622822.1_prot_XP_016262226.1_6172	29.73	259	160	6	17	275	85	321	6.16E-24	99
g8201	lcl|NW_015622819.1_prot_XP_016266082.1_1735	100	202	0	0	1	202	79	280	6.92E-153	423
g8202	lcl|NW_015622819.1_prot_XP_016266083.1_1736	99.775	445	1	0	475	919	31	475	0	905
g8203	lcl|NW_015622819.1_prot_XP_016266084.1_1737	100	316	0	0	1	316	79	394	0	642
g8204	lcl|NW_015622819.1_prot_XP_016266085.1_1738	100	474	0	0	1	474	79	552	0	975
g8205	lcl|NW_015622819.1_prot_XP_016266086.1_1739	100	262	0	0	1	262	79	340	0	541
g8206	lcl|NW_015622819.1_prot_XP_016266087.1_1740	100	426	0	0	1	426	79	504	0	888
g8207	lcl|NW_015622819.1_prot_XP_016266089.1_1743	100	1327	0	0	1	1327	29	1355	0	2632
g8208	lcl|NW_015622819.1_prot_XP_016266092.1_1745	100	373	0	0	1	373	79	451	0	782
g8209	lcl|NW_015622819.1_prot_XP_016266093.1_1746	100	152	0	0	1	152	89	240	3.16E-111	314
g821	lcl|NW_015622822.1_prot_XP_016262658.1_6604	28.729	181	107	9	152	329	179	340	1.19E-04	43.5
g8210	lcl|NW_015622819.1_prot_XP_016266094.1_1747	100	683	0	0	1	683	79	761	0	1405
g8211	lcl|NW_015622819.1_prot_XP_016266095.1_1748	100	234	0	0	1	234	79	312	5.71E-177	487
g8212	lcl|NW_015622819.1_prot_XP_016266096.1_1749	100	616	0	0	1	616	79	694	0	1271
g8213	lcl|NW_015622819.1_prot_XP_016266097.1_1750	100	627	0	0	1	627	79	705	0	1306
g8214	lcl|NW_015622819.1_prot_XP_016266098.1_1751	100	269	0	0	1	269	79	347	0	557
g8215	lcl|NW_015622819.1_prot_XP_016266099.1_1752	100	51	0	0	1	51	79	129	1.31E-31	104
g8216	lcl|NW_015622819.1_prot_XP_016266101.1_1754	100	765	0	0	1	765	79	843	0	1610
g8218	lcl|NW_015622828.1_prot_XP_016258241.1_11037	59.649	228	81	3	1	228	163	379	6.78E-95	282
g8219	lcl|NW_015622819.1_prot_XP_016266102.1_1755	100	534	0	0	1	534	79	612	0	1093
g8221	lcl|NW_015622822.1_prot_XP_016262352.1_6298	100	442	0	0	1	442	79	520	0	930
g8222	lcl|NW_015622822.1_prot_XP_016262351.1_6297	100	490	0	0	1	490	106	595	0	1011
g8223	lcl|NW_015622822.1_prot_XP_016262349.1_6295	100	1515	0	0	1	1515	79	1593	0	3100
g8224	lcl|NW_015622822.1_prot_XP_016262348.1_6294	100	113	0	0	1	113	79	191	1.25E-83	243
g8225	lcl|NW_015622822.1_prot_XP_016262347.1_6293	100	380	0	0	1	380	19	398	0	791
g8226	lcl|NW_015622822.1_prot_XP_016262345.1_6291	100	547	0	0	1	547	79	625	0	1133
g8227	lcl|NW_015622822.1_prot_XP_016262344.1_6290	100	565	0	0	448	1012	1	565	0	1167
g8228	lcl|NW_015622822.1_prot_XP_016262340.1_6286	100	540	0	0	256	795	21	560	0	1075
g8229	lcl|NW_015622822.1_prot_XP_016262339.1_6285	100	745	0	0	1	745	79	823	0	1545
g823	lcl|NW_015622820.1_prot_XP_016265939.1_4484	100	84	0	0	1	84	598	681	1.20E-55	180
g8230	lcl|NW_015622822.1_prot_XP_016262338.1_6284	100	42	0	0	1	42	79	120	8.98E-25	86.7
g8231	lcl|NW_015622823.1_prot_XP_016261955.1_8025	28.008	532	315	19	55	555	168	662	5.48E-47	175
g8232	lcl|NW_015622822.1_prot_XP_016262337.1_6283	39.908	436	241	10	1	422	78	506	6.87E-100	306
g8233	lcl|NW_015622822.1_prot_XP_016262337.1_6283	100	436	0	0	1	436	72	507	0	898
g8234	lcl|NW_015622819.1_prot_XP_016267198.1_2851	43.842	203	114	0	1	203	60	262	7.50E-61	197
g8235	lcl|NW_015622824.1_prot_XP_016260760.1_8556	100	476	0	0	1	476	79	554	0	984
g8236	lcl|NW_015622824.1_prot_XP_016260761.1_8557	100	114	0	0	1	114	79	192	3.52E-81	234
g8238	lcl|NW_015622824.1_prot_XP_016260763.1_8559	100	181	0	0	1	181	79	259	1.78E-135	377
g8239	lcl|NW_015622824.1_prot_XP_016260764.1_8560	100	776	0	0	1	776	79	854	0	1584
g824	lcl|NW_015622820.1_prot_XP_016265940.1_4485	100	175	0	0	1	175	79	253	1.48E-130	365
g8240	lcl|NW_015622824.1_prot_XP_016260765.1_8561	100	744	0	0	1	744	79	822	0	1502
g8241	lcl|NW_015622824.1_prot_XP_016260766.1_8562	100	422	0	0	1	422	79	500	0	874
g8242	lcl|NW_015622824.1_prot_XP_016260767.1_8563	100	170	0	0	1	170	115	284	7.09E-123	346
g8243	lcl|NW_015622824.1_prot_XP_016260768.1_8564	100	159	0	0	1	159	152	310	5.22E-112	319
g8244	lcl|NW_015622824.1_prot_XP_016260769.1_8565	100	469	0	0	1	469	79	547	0	973
g8245	lcl|NW_015622824.1_prot_XP_016260770.1_8566	100	291	0	0	1	291	79	369	0	595
g8246	lcl|NW_015622824.1_prot_XP_016260771.1_8567	100	41	0	0	1	41	79	119	3.33E-23	82.4
g8248	lcl|NW_015622824.1_prot_XP_016260773.1_8569	100	813	0	0	1	813	79	891	0	1675
g8249	lcl|NW_015622824.1_prot_XP_016260774.1_8570	100	1045	0	0	1	1045	79	1123	0	2180
g8250	lcl|NW_015622824.1_prot_XP_016260775.1_8571	100	199	0	0	1	199	72	270	1.32E-150	417
g8251	lcl|NW_015622824.1_prot_XP_016260776.1_8572	100	689	0	0	1	689	79	767	0	1418
g8252	lcl|NW_015622861.1_prot_XP_016256305.1_12859	43.807	436	202	7	58	461	2	426	4.83E-124	369
g8253	lcl|NW_015622824.1_prot_XP_016260777.1_8573	100	248	0	0	1	248	160	407	0	520
g8254	lcl|NW_015622824.1_prot_XP_016260779.1_8576	98.221	506	0	1	1	506	79	575	0	1030
g8255	lcl|NW_015622824.1_prot_XP_016260781.1_8577	100	806	0	0	1	806	79	884	0	1667
g8256	lcl|NW_015622824.1_prot_XP_016260782.1_8578	100	36	0	0	1	36	79	114	3.54E-20	77
g8257	lcl|NW_015622819.1_prot_XP_016266080.1_1733	100	448	0	0	1	448	79	526	0	914
g8258	lcl|NW_015622819.1_prot_XP_016266079.1_1732	100	191	0	0	1	191	79	269	2.77E-133	373
g8259	lcl|NW_015622819.1_prot_XP_016266078.1_1731	100	90	0	0	1	90	79	168	8.96E-64	189
g826	lcl|NW_015622820.1_prot_XP_016265941.1_4486	100	363	0	0	1	363	79	441	0	744
g8260	lcl|NW_015622819.1_prot_XP_016266077.1_1730	99.656	291	1	0	1	291	79	369	0	597
g8261	lcl|NW_015622819.1_prot_XP_016266076.1_1729	100	340	0	0	1	340	98	437	0	715
g8262	lcl|NW_015622819.1_prot_XP_016266075.1_1728	100	2150	0	0	20	2169	1	2150	0	4472
g8264	lcl|NW_015622819.1_prot_XP_016266074.1_1727	100	103	0	0	1	103	79	181	6.25E-73	213
g8265	lcl|NW_015622819.1_prot_XP_016266073.1_1726	100	665	0	0	1	665	79	743	0	1371
g8266	lcl|NW_015622819.1_prot_XP_016266072.1_1725	100	267	0	0	203	469	1	267	0	554
g8267	lcl|NW_015622819.1_prot_XP_016266070.1_1723	100	361	0	0	1	361	117	477	0	756
g8268	lcl|NW_015622819.1_prot_XP_016266069.1_1722	100	557	0	0	1	557	79	635	0	1148
g8269	lcl|NW_015622819.1_prot_XP_016266068.1_1721	100	427	0	0	1	427	79	505	0	885
g8270	lcl|NW_015622819.1_prot_XP_016266067.1_1720	100	88	0	0	1	88	79	166	1.73E-61	183
g8271	lcl|NW_015622819.1_prot_XP_016266066.1_1719	100	304	0	0	18	321	52	355	0	630
g8272	lcl|NW_015622819.1_prot_XP_016266065.1_1718	100	671	0	0	1	671	79	749	0	1400
g8273	lcl|NW_015622819.1_prot_XP_016266064.1_1717	100	341	0	0	1	341	191	531	0	715
g8274	lcl|NW_015622819.1_prot_XP_016266062.1_1715	100	534	0	0	503	1036	5	538	0	1089
g8275	lcl|NW_015622819.1_prot_XP_016266061.1_1714	100	808	0	0	1	808	79	886	0	1663
g8276	lcl|NW_015622819.1_prot_XP_016266059.1_1712	100	183	0	0	1	183	79	261	2.26E-136	380
g8279	lcl|NW_015622832.1_prot_XP_016257396.1_11932	58.565	432	171	3	1	430	73	498	0	541
g828	lcl|NW_015622820.1_prot_XP_016265943.1_4488	100	362	0	0	1	362	79	440	0	731
g8280	lcl|NW_015622833.1_prot_XP_016257198.1_12023	27.489	462	271	19	1	431	97	525	3.82E-29	119
g8281	lcl|NW_015622829.1_prot_XP_016257938.1_11447	100	57	0	0	1	57	57	113	2.21E-38	121
g8282	lcl|NW_015622829.1_prot_XP_016257939.1_11448	100	294	0	0	1	294	121	414	0	609
g8283	lcl|NW_015622829.1_prot_XP_016257940.1_11449	100	156	0	0	1	156	79	234	1.61E-116	327
g8284	lcl|NW_015622829.1_prot_XP_016257941.1_11450	100	415	0	0	1	415	79	493	0	847
g8285	lcl|NW_015622821.1_prot_XP_016263989.1_5333	53.03	396	179	4	1	393	163	554	5.68E-148	432
g8286	lcl|NW_015622829.1_prot_XP_016257942.1_11451	100	478	0	0	1	478	96	573	0	983
g8287	lcl|NW_015622829.1_prot_XP_016257845.1_11354	33.813	278	178	3	7	282	142	415	3.97E-50	173
g8288	lcl|NW_015622825.1_prot_XP_016260029.1_9271	35.758	330	204	5	6	335	100	421	7.89E-62	202
g8289	lcl|NW_015622823.1_prot_XP_016261322.1_7392	39.799	299	168	4	11	297	148	446	1.50E-71	226
g829	lcl|NW_015622820.1_prot_XP_016265945.1_4489	100	526	0	0	16	541	92	617	0	1085
g8290	lcl|NW_015622820.1_prot_XP_016265433.1_3978	73.858	394	101	1	1	392	80	473	0	565
g8291	lcl|NW_015622829.1_prot_XP_016257943.1_11452	84.848	726	9	5	388	1012	1	726	0	1219
g8292	lcl|NW_015622829.1_prot_XP_016257944.1_11453	100	366	0	0	1	366	79	444	0	757
g8293	lcl|NW_015622820.1_prot_XP_016265436.1_3981	62.989	435	161	0	11	445	101	535	0	588
